PROCESS_UUID	PROCESS_NAME	FLOW_UUID	FLOW_NAME	UNIT
f43a14a9-bf05-37bf-933b-212ddde42187	purified terephthalic acid, at plant	92f02d66-d7fe-30bc-aed1-b0225cfc5e78	purified terephthalic acid, at plant	kg
10c4b646-b33e-3983-9c4d-3844649d42f2	disposal, NiMH batteries	b5202172-4cd2-3cbc-838c-cd9ed96c0aad	disposal, NiMH batteries	kg
1d538ed7-8978-3e23-be7e-8357195eaa38	wheat organic, at feed mill	5d409ee3-04ba-30d0-be60-108b28d0c067	wheat organic, at feed mill	kg
27d5a0d1-298e-310f-a7e1-d4500d716bc6	silicon, solar grade, modified Siemens process, at plant	b9ab896c-1eb8-33cc-8abd-32558478159d	silicon, solar grade, modified Siemens process, at plant	kg
0ddcb409-2e70-36f8-9cf8-e60568a4256f	disposal, gypsum, 19.4% water, to inert material landfill	1324f4cf-9b98-3dc4-8b7c-bdb56b4d5265	disposal, gypsum, 19.4% water, to inert material landfill	kg
f078673f-8792-34f1-8531-6fd7c168093e	deformation stroke, hot impact extrusion, steel	228ea0f4-49b1-39a1-a35b-7fb4e41dd669	deformation stroke, hot impact extrusion, steel	kg
ed67413d-e221-3689-80ca-e1453f9dc6ec	transistor, unspecified, at plant	b9845b82-d0ab-3501-9020-88f640a60254	transistor, unspecified, at plant	kg
ca5e2d91-f8fb-3540-ac5e-0f5e3d2339b2	sales gas, from natural gas, helium extraction	a1ee8f64-fc81-35e4-bbaf-605b01d7dd81	sales gas, from natural gas, helium extraction	kg
1fb11328-a33c-3d02-b772-19ee0cfd48cb	bentonite, at processing	e97470b9-40e3-307d-8efa-de194ce55fb6	bentonite, at processing	kg
bf31d503-14ea-33c6-8462-fa758018a198	disposal, plastics, mixture, 15.3% water, to sanitary landfill	ff951456-3de6-3db3-b74e-4f329289c195	disposal, plastics, mixture, 15.3% water, to sanitary landfill	kg
7293f27d-4a2c-3a1e-ac30-05e909002a56	methyl methacrylate, at plant	479d987d-8cba-3547-8a9f-fdfc304db726	methyl methacrylate, at plant	kg
4e5a6040-64db-3f00-98c3-5093af5a50ed	tap water, at user	70b23f76-d399-3cca-9e1d-f6a7d0e31fa1	tap water, at user	kg
d80e96f6-839f-36cc-aef0-7b873de98e91	disposal, biowaste, 60% H2O, to municipal incineration, future, alloc. price	447ddcfa-44de-3cc1-8219-6164226f7ad1	disposal, biowaste, 60% H2O, to municipal incineration, future, alloc. price	kg
e4db43aa-9a89-347c-ad04-1d930c287560	N,N-dimethylformamide, at plant	49acbf7a-5d27-33c6-bf79-779d4c94830e	N,N-dimethylformamide, at plant	kg
2c14c556-6ee3-3bec-9c6b-bc38aae82d2a	hydrogen, from butanediol dehdrogenation	344bfba6-e564-33d7-b31b-26f1466eeed4	hydrogen, from butanediol dehdrogenation	kg
5369b614-324c-38d3-adeb-a9ba4d73add9	MG-silicon, at plant	66dd306b-2bcc-3565-b668-54481360c054	MG-silicon, at plant	kg
98551514-7c82-3561-9efe-5cc7974ba48b	iron scrap, at plant	a5a6b22b-4f6b-34b2-851b-7d6caa56c7a5	iron scrap, at plant	kg
b7ec4a24-285a-3539-bd15-e9443aa7aafc	warm impact extrusion, steel, 4 strokes	d5d57af8-400b-3142-b4d2-88c364755bf5	warm impact extrusion, steel, 4 strokes	kg
f52e1a45-1a71-3454-b484-74e7889dcaa7	digested matter, application in agriculture	e285386f-1f0f-3aca-9541-5b53987f3406	digested matter, application in agriculture	kg
f0fccd3d-58bf-3355-9c79-8eca5e6f0fff	casting, bronze	8313dc64-b161-33df-8168-398bea09c489	casting, bronze	kg
1b93c762-9093-35b1-a5c1-f8856aba4e9c	Fe fraction, mechanical treatment, laptop computer, at plant	7841c4e8-b821-36e7-91d1-2ed712771e26	Fe fraction, mechanical treatment, laptop computer, at plant	kg
4b344965-ce25-34b3-9a06-f4ff1196bbf8	Fe fraction, mechanical treatment, desktop computer, at plant	3a78ba5c-cbda-3e2d-9f01-6f27db3b0c55	Fe fraction, mechanical treatment, desktop computer, at plant	kg
4eef7d4b-9547-3293-a87e-07cfe6150398	paper, woodfree, uncoated, at regional storage	8a6a164d-07e7-3f29-b4e4-aee19ce25d15	paper, woodfree, uncoated, at regional storage	kg
89dfafb3-3249-3099-8653-dabc6aeb31ea	petrol, 4% vol. ETBE additive, EtOH f. biomass, prod. RER, at service station	1bd7d59c-a9c0-377e-8a1c-4cc0a5ce1cb6	petrol, 4% vol. ETBE additive, EtOH f. biomass, prod. RER, at service station	kg
b818426a-5842-36e8-a63b-29d90c514c1b	sodium dithionite, anhydrous, at plant	5841f57a-331a-32f3-a029-8b46dc0df5fc	sodium dithionite, anhydrous, at plant	kg
bf53d096-bcb5-39a2-b47f-2b7e86507a53	dimethylamine borane, at plant	6f7ad8da-4892-35ed-8154-d111d78a9d51	dimethylamine borane, at plant	kg
8e9bc455-bb4d-3aa6-8a5c-a7620b660d5e	cotton fibres, at farm	782d3b3c-3b2a-30cc-9a18-1b3e814d7718	cotton fibres, at farm	kg
b4f3078a-7ea2-31ae-8530-4a3236b1c757	bipyridylium-compounds, at regional storehouse	12a731ad-9414-3e45-95c6-90c62162121e	bipyridylium-compounds, at regional storehouse	kg
e82bebce-f592-399e-9559-9655ce1f400f	rape oil, at regional storage	c5a899dd-2e18-3ce6-ba57-b3bf523b86a2	rape oil, at regional storage	kg
e2168240-959c-3af6-b75e-bb20a5a7f032	yarn, jute, at plant	37fbbcd2-ed72-3ec1-9284-0d86a2ef8710	yarn, jute, at plant	kg
219c0804-8087-3deb-9598-e71d9e805d91	chloromethyl methyl ether, at plant	59347a87-937f-3477-867d-8bc328aaa2d7	chloromethyl methyl ether, at plant	kg
8a11e589-1558-3c34-89a9-a6eb2394d3ec	alkylbenzene sulfonate, linear, petrochemical, at plant	32690ac8-652a-313c-8ec5-ab020e1ebc4f	alkylbenzene sulfonate, linear, petrochemical, at plant	kg
70fa345c-9acb-3051-8a00-3940ef2f2365	copper, from combined metal production, at beneficiation	c59b2f4c-eb16-35cf-8c3c-2e2f91235aa1	copper, from combined metal production, at beneficiation	kg
a14c45a9-6602-3791-8e59-ba80ddeaefc8	propachlor, at regional storehouse	0a4893ef-a662-33cc-b205-c3c33061d80c	propachlor, at regional storehouse	kg
1f40835d-63e2-3437-83ca-d472988ee64d	hay intensive organic, at farm	69528524-218e-31e5-bca9-7c116377c175	hay intensive organic, at farm	kg
e75ae1ea-4149-35f2-84ad-524c441cfaeb	disposal, building, polyethylene/polypropylene products, to final disposal	920efac2-639a-33ff-a868-3edb8beec703	disposal, building, polyethylene/polypropylene products, to final disposal	kg
52794e93-3892-3292-8711-3ec31a07f300	methanol, at plant	e2de9561-4a9a-31f9-8264-2a26f2f244ac	methanol, at plant	kg
9e274267-3066-3afa-a7ad-c1bd9fe5893d	gravel, unspecified, at mine	89d9081c-69d6-3e6c-9fcf-b9dd6a98f563	gravel, unspecified, at mine	kg
08f78239-6e12-3067-8c4f-d093dd0e41d7	[sulfonyl]urea-compounds, at regional storehouse	70ce4a32-86eb-3130-a78b-56d05640bcfd	[sulfonyl]urea-compounds, at regional storehouse	kg
14646cde-52ef-3a02-bb9a-3429d85dd9c6	triple superphosphate, as P2O5, at regional storehouse	a072be82-c949-304b-9915-387c00eae749	triple superphosphate, as P2O5, at regional storehouse	kg
15f54948-af6c-3ad7-a509-bd979052cada	diborane, at plant	5b1d0738-ceae-32db-a97e-7e535650c790	diborane, at plant	kg
a448f724-113e-3b37-88b9-8f14a2a6ac9c	maize seed organic, at farm	5322af63-7711-358f-910d-3f2101a5d246	maize seed organic, at farm	kg
fd8a7b4e-81c1-3284-ab98-fc49a6660bc3	tantalum, powder, capacitor-grade, at regional storage	fde1fbf7-a459-3788-beb7-5bfb73852f28	tantalum, powder, capacitor-grade, at regional storage	kg
dbbb3fd3-1437-38c5-a2ff-b321ccd3c2e3	ammonium nitrate, as N, at regional storehouse	38f9a870-63a2-3cce-a87d-83219e523c45	ammonium nitrate, as N, at regional storehouse	kg
81f942c1-207f-3b01-bfd8-84d405ee42da	disposal, digester sludge, to municipal incineration	f5f3d71e-a84c-3ff7-8805-47b28a400b4b	disposal, digester sludge, to municipal incineration	kg
700e1528-6730-30fc-a169-6f9ecf1e6fd5	bitumen adhesive compound, hot, at plant	9ddc3ee0-b8a6-372c-a27a-3a54dc3aeb27	bitumen adhesive compound, hot, at plant	kg
40c465b8-81da-3b66-b135-653725f530fb	fleece production, polyethylene terephthalate	fc21cc1c-5618-3253-8cf3-36bb96ea085c	fleece production, polyethylene terephthalate	kg
e8e26ef1-ddfe-355c-9840-3f82375305fb	methanol, at regional storage	b7f2b0c2-fafc-3e73-8472-d97ac010f3ee	methanol, at regional storage	kg
a008a6a1-aaca-3dcd-830f-64428420ea4c	disposal, catalyst for EDC production, 0% water, to hazardous waste incineration	945946eb-a0e4-3d4d-9d3e-f1f36346e5bc	disposal, catalyst for EDC production, 0% water, to hazardous waste incineration	kg
2ea7693b-bd07-3369-aed2-51e15597cc8c	tellurium, semiconductor-grade, at plant	ac0081eb-1dac-3541-be2e-247bc2d47292	tellurium, semiconductor-grade, at plant	kg
1219dc39-314d-343d-8b04-48a5086d5d01	rape seed, at farm	18570859-ab36-3441-be39-604d1f1ca7d0	rape seed, at farm	kg
43951144-2004-37c9-907e-0afae7d69a8d	lightweight concrete block, expanded perlite, at plant	025954aa-63ec-33e4-8e68-1265cf90eff9	lightweight concrete block, expanded perlite, at plant	kg
322a36f2-7c7e-3564-b2c6-57f944ef3694	disposal, building, concrete gravel, to final disposal	232b2dc6-4dbf-3505-8fcf-3dcf1bb4b0ca	disposal, building, concrete gravel, to final disposal	kg
b143836b-4958-3b49-ae68-017c4842beb7	protein peas IP, at feed mill	477c54d0-4d4b-30f4-9f89-2334d98e41c7	protein peas IP, at feed mill	kg
256e08d4-2524-313a-9c6b-f3ac36c2ee5e	fatty alcohol sulfate, palm kernel oil, at plant	44ffc664-7d52-3d10-932b-f958f41e3ec7	fatty alcohol sulfate, palm kernel oil, at plant	kg
daad779a-224c-3dc7-9ef6-cb4586853990	naphtha, at regional storage	aba30c8f-cf37-3a29-a99b-8e34a37f2c40	naphtha, at regional storage	kg
e9bb01cf-d685-30c1-930c-2aa3cb60f492	acetamide-anillide-compounds, at regional storehouse	290254c5-dcb3-3952-b3b8-6c62a26dade0	acetamide-anillide-compounds, at regional storehouse	kg
91d67a31-3890-3ff4-ba7d-f0eee6d7bcf1	zinc oxide, at plant	4fec7e16-4fff-3297-9734-3b8b737dea5c	zinc oxide, at plant	kg
dcfec14f-771b-3a4b-bd55-a5de7bb15d62	disposal, polypropylene, 15.9% water, to sanitary landfill	e544ffeb-a304-3fbb-a61b-e589ac7b133e	disposal, polypropylene, 15.9% water, to sanitary landfill	kg
4ed7c39a-e74a-3563-9107-92c890b86233	poultry manure, dried, at regional storehouse	b5305469-3ab1-3579-870c-16048f47d245	poultry manure, dried, at regional storehouse	kg
eaccab4b-9f36-36bb-bcc2-72c2d2c737d9	turning, cast iron, conventional, primarily roughing	b4460492-d449-3e19-bf75-a67eb813b63e	turning, cast iron, conventional, primarily roughing	kg
9f9f818b-eb05-3a4d-a56d-f4d007970a19	dismantling, LCD screen, mechanically, at plant	6fdf6737-c274-3b8a-833c-5898db73c76f	dismantling, LCD screen, mechanically, at plant	kg
2c7a1e8e-1b2f-3cde-b40c-33f7fe9be88c	polystyrene, expandable, at plant	48322dac-d21d-3650-95c2-27ffbb2c5ada	polystyrene, expandable, at plant	kg
60105268-8ef9-3a00-a6ad-55a50a62ea2e	disposal, wood ash mixture, pure, 0% water, to sanitary landfill	4ce2e17f-bf0f-376d-bf67-8875efe4c406	disposal, wood ash mixture, pure, 0% water, to sanitary landfill	kg
8f349719-9912-3311-9ae7-b2f5cad75354	milling, steel, large parts	bf8b6015-6a6d-3971-9dd0-2705fc862e2b	milling, steel, large parts	kg
9458b41b-0df5-31c3-85d2-55ba6de5173b	acetic acid, 98% in H2O, at plant	ea1cbe5b-dcc1-3f9f-bb17-21dee6730123	acetic acid, 98% in H2O, at plant	kg
0e30abae-366b-3433-9ed6-d897c8775191	disposal, paper, 11.2% water, to municipal incineration	955f3685-6152-3863-adae-5cf787970e8a	disposal, paper, 11.2% water, to municipal incineration	kg
de5fc3b2-0574-3c6d-b6d9-3c6912ea104b	portland cement, strength class Z 42.5, at plant	5dd69c1b-6d50-3863-9b63-22ce2f47c270	portland cement, strength class Z 42.5, at plant	kg
ba9cea94-9b45-3119-9b3d-3793c148d635	disposal, plastic plaster, 0% water, to inert material landfill	4fee1f2c-be6c-3909-81ac-c5fc2a1f805c	disposal, plastic plaster, 0% water, to inert material landfill	kg
d355abb0-997e-3866-bc4c-85366f58246d	trichloropropane, from hypochlorination of allyl chloride, at plant	591c9dcc-e1ca-3381-8794-8453bad26623	trichloropropane, from hypochlorination of allyl chloride, at plant	kg
0cfcade6-1bbb-34f2-8e32-5d741fdf8b03	whey, at dairy	b51b55eb-02c4-3852-9cca-742a774fa1ef	whey, at dairy	kg
89045543-6200-3e0d-9298-59cbdbf37981	disposal, non-sulfidic overburden, off-site	4ef2eb5c-645f-321d-8f74-0e358e039970	disposal, non-sulfidic overburden, off-site	kg
1f67c1de-74bb-3505-8840-885ea847eabf	soya oil, at plant	506b0edc-e2b9-3a51-9a56-c4112f7bb784	soya oil, at plant	kg
0dae8320-e25d-3cd7-a3d8-a2b61a8af87b	corrugated board, mixed fibre, single wall, at plant	a553989e-2cb8-30db-beee-0081d0ca170b	corrugated board, mixed fibre, single wall, at plant	kg
93a1857c-3445-3c64-b8a7-8d35e21e6762	ethyl benzene, at plant	60e5ad21-f0a3-3a3b-a431-47cfc8717b3d	ethyl benzene, at plant	kg
ba787ba1-ffff-33cf-be99-0d0243d8e5c6	disposal, polyurethane, 0.2% water, to municipal incineration	ba9dda57-eae0-3a51-bafc-90027bee9a1e	disposal, polyurethane, 0.2% water, to municipal incineration	kg
e9ff66f5-14ca-3279-8be7-e92762e6906f	ethanol, 95% in H2O, from sugar cane, at fermentation plant	0299ce04-0ed5-3e9d-bb0c-a41c7b76f49e	ethanol, 95% in H2O, from sugar cane, at fermentation plant	kg
c277ff3d-dba1-33ce-82fa-4ca0c860ee37	paper, recycling, no deinking, at plant	e8fea73d-4e5f-3405-94fe-e2a82222642d	paper, recycling, no deinking, at plant	kg
85f632e3-5a48-34e2-a2b8-c4026aafb2cd	silicon, electronic grade, at plant	83026bbf-dcd0-36b9-bae6-64fc7d2d6812	silicon, electronic grade, at plant	kg
642e0d18-441f-3120-9842-5ae2649131c9	viscose fibres, at plant	9ad910ca-a40f-3735-b10a-ed1853590085	viscose fibres, at plant	kg
6bb66cb3-dca7-315d-b3e4-0021cac6ae6b	cold impact extrusion, steel, 3 strokes	79901de1-3084-3055-9ca0-e9909a5c4495	cold impact extrusion, steel, 3 strokes	kg
41e49604-b533-3769-9824-e4bff2a566e5	cadmium telluride, semiconductor-grade, at plant	60438fbe-af48-316f-98e3-c02e2f969991	cadmium telluride, semiconductor-grade, at plant	kg
ec82b8fa-c45b-3e2f-81d5-7f85a120ee45	linuron, at regional storehouse	e529f998-1e93-3b1a-80f2-67d69d6b28d8	linuron, at regional storehouse	kg
6aa600c9-1d2b-34d3-9ac0-99f68e96bb0e	trichloroborane, at plant	a791b4d9-653c-3373-9c19-fd6126e31c75	trichloroborane, at plant	kg
ad9678bf-18cb-3687-be1a-428f830e1381	palm kernel oil, at oil mill	6fdce87d-4e05-38ce-8f6c-bb51f06ba380	palm kernel oil, at oil mill	kg
2745782d-1b87-30c0-9f4d-56038fc3a895	soybean methyl ester, production US, at service station	368f5285-d509-33d9-b590-5bd9b5afc7b1	soybean methyl ester, production US, at service station	kg
8f0b807c-7975-33a3-bb6c-40b151980ce1	glass cullets, mixed glass, for CRT glass production, at plant	21f716c9-a889-344c-ae8a-ca79b5bc2dea	glass cullets, mixed glass, for CRT glass production, at plant	kg
5442a65b-ce18-39c5-890b-7adf58535ae0	phosgene, liquid, at plant	45d78758-c18e-3f46-9ad9-40e7e047c4c2	phosgene, liquid, at plant	kg
bb637f7f-60dc-36ee-83a6-430d737a87c4	hard coal mix, at regional storage	49793655-2f92-39af-8fa7-f74330ec6561	hard coal mix, at regional storage	kg
d7d6531e-0dcd-394e-9450-9f6551cfece8	turning, steel, CNC, average	5c6a58bc-451d-33eb-bcda-713808461dc4	turning, steel, CNC, average	kg
1a91211a-d6e4-35c9-8545-3990ab0be5a7	wheat grains conventional, Barrois, at farm	bfaee611-93eb-332c-8d7a-1523b656d5ca	wheat grains conventional, Barrois, at farm	kg
d9b9d584-f8da-3968-8864-d67e680bf4ca	resource correction, PbZn, lead, positive	456232c8-6cd0-3c0a-9db3-103f09593d18	resource correction, PbZn, lead, positive	kg
20ae9a5f-7018-3a15-b46d-0ea5ee37ab9e	glycerine, from soybean oil, at esterification plant	7c4d2c3d-64ab-3fd1-9ab7-364c480827f7	glycerine, from soybean oil, at esterification plant	kg
af7a15ca-f91a-3334-b21f-f02a724ba6fd	expanded perlite, at plant	718612f1-6590-3a2a-af3b-e530aecf6b25	expanded perlite, at plant	kg
fa79d973-fe66-3e09-8d77-5c9cd2ecc59a	methyl tert-butyl ether, at plant	619f157c-bda5-3bf2-aac3-930b4e0cf2dc	methyl tert-butyl ether, at plant	kg
689e45e8-0e1f-35cb-a399-4a6f2f0ad82f	ilmenite, 54% titanium dioxide, at plant	31f83222-6619-37d6-a1ff-e6e59194791b	ilmenite, 54% titanium dioxide, at plant	kg
d0904353-07c1-3346-a8d0-b193c312aa43	stibnite ore, 70% stibnite, at mine	21375746-adff-3153-85aa-f65969f0dc78	stibnite ore, 70% stibnite, at mine	kg
c92569f2-7a34-3446-9090-e78c75277d10	extrusion, plastic film	5c324b71-97bd-36f4-96d4-e5ea1a7f97df	extrusion, plastic film	kg
2899b682-66df-3d79-a3dc-76e749231d87	hard coal supply mix	504807a1-f7e2-37d2-a643-6d24c2f4fc4e	hard coal supply mix	kg
36513ce3-3417-36e0-a82b-d06cea749417	hard coal, at regional storage	4cbaa98e-de9a-3df2-b9f3-be2aa99d35d7	hard coal, at regional storage	kg
af33a5f6-5096-3189-aa4a-21fdde3e61f5	diphenylether-compounds, at regional storehouse	0799fea5-a53d-3048-9fb0-96821e079205	diphenylether-compounds, at regional storehouse	kg
71a440d5-4ca2-3dfb-b5d0-d01171335870	concentrated lithium brine (6.7 %  Li), at plant	f742658e-4987-3ec6-a8cb-1a58bee84519	concentrated lithium brine (6.7 %  Li), at plant	kg
d58f7568-b7e2-3e5b-a28e-f3437c4054eb	gravel, crushed, at mine	552f106f-517a-3bb1-8d17-6096526cffd4	gravel, crushed, at mine	kg
b7bd0054-a943-33de-8ce6-18ff5f0759cf	disposal, lead smelter slag, 0% water, to residual material landfill	50c4e79a-7a64-32b1-9e93-ce67d3c1083d	disposal, lead smelter slag, 0% water, to residual material landfill	kg
aa85f82b-0dec-34d8-b340-a0a0bd7fec82	hydrogen cyanide from Sohio process, at plant	ba8a98a7-0a0d-3cf8-ae52-11b2a69254b4	hydrogen cyanide from Sohio process, at plant	kg
76929d1b-da13-3710-b84a-d68ad4263633	disposal, lignite ash from stove, 0% water, to municipal incineration	693a95f2-dba8-3755-83c6-ea8df5a448dc	disposal, lignite ash from stove, 0% water, to municipal incineration	kg
d3e961b0-4f6a-3a45-8912-17b57821ac4b	diode, unspecified, at plant	92d8a909-5500-3651-b6be-f80076582463	diode, unspecified, at plant	kg
3b7ffa80-e06a-3860-83e4-5483cb9a1eab	fluorspar, 97%, at plant	f2b70bf6-5519-361c-9389-2922fdab1fe5	fluorspar, 97%, at plant	kg
a93ee4d8-8434-3191-ba32-76fb7b9ea431	straw organic, at farm	27f7a205-0156-35aa-bf49-20fcbf35a4ca	straw organic, at farm	kg
fe28d4fa-3757-3c92-b953-abfff1157c55	contour, bronze	0496d14a-d917-371f-9e72-168e302dda70	contour, bronze	kg
d4dfe3bc-6586-35dc-ab92-0261bd72ff8b	ethyl acetate, at plant	d6100405-35ce-39f5-a62f-2b684cb63442	ethyl acetate, at plant	kg
1494100e-d611-38ca-9638-d90650a0aec0	sodium sulphate, from natural sources, at plant	5e2a7594-6e42-395e-932c-b9dc71c7e11c	sodium sulphate, from natural sources, at plant	kg
6faabad4-5954-3685-870e-51c2935cd8b0	folding boxboard, FBB, at plant	591288d6-e3d6-3e5e-bad3-22ee16216436	folding boxboard, FBB, at plant	kg
d984f3a4-6fa4-3843-b8ed-f3c3dbcca040	gold, secondary, at precious metal refinery	84d1e121-aa5a-370c-9486-5d2b4f48000d	gold, secondary, at precious metal refinery	kg
d61fcc4c-e3a3-3be1-8c69-bf8db61e8113	feldspar, at plant	5ddb1176-82c0-3fde-ae19-02bc0b099a23	feldspar, at plant	kg
88ca4043-6113-3567-b8f0-97e5bed8f8e9	ash, bagasse, at fermentation plant	9e132932-2626-3b07-836a-14f4e3d492a0	ash, bagasse, at fermentation plant	kg
404558d9-aa53-3fc0-8b29-36b5974fd4e4	lithium chloride, at plant	5f2b7155-b756-3a2e-8477-bad9bf4e086e	lithium chloride, at plant	kg
2a833ef0-4f83-3ea6-be3e-50fef5969ba2	disposal, polyethylene, 0.4% water, to sanitary landfill	2b74735b-49f4-3b21-a16a-0c0a9d7686c2	disposal, polyethylene, 0.4% water, to sanitary landfill	kg
562f8cbd-c4ed-3957-bdeb-43d096849c9e	copper concentrate, at beneficiation	172d29a8-b864-3d41-9204-32ec2e7a0bfb	copper concentrate, at beneficiation	kg
cb8f9ba5-42b4-3011-8cb3-e00296b0cbe5	ethylene glycol dimethyl ether, at plant	a845a2ff-f342-3be7-88c2-e727d39883b7	ethylene glycol dimethyl ether, at plant	kg
9638ac6a-f9fe-3fb0-908f-2d0edb323047	copper, primary, at refinery	dd915b16-7f7c-365b-a3f8-bd4fbb69b561	copper, primary, at refinery	kg
bba2da0e-ab1b-304d-8b7d-395d393daab7	drilling, CNC, brass	802632e0-af54-32b5-85a3-20f35af5f773	drilling, CNC, brass	kg
9bb1a564-0824-3fc3-83f9-03786a1d5836	pentane, at plant	4e171a3f-bfca-3826-b12d-10f8d53ae4df	pentane, at plant	kg
a87e2b0d-ac22-37d4-b560-7464742fa78a	packing, lime products	91099afd-698c-34d1-8015-50f4c690e8d1	packing, lime products	kg
f591f9ca-ee80-39a5-a6ea-138723e2d164	disposal, lignite ash, 0% water, to opencast refill	43f59ff2-206c-35a0-8c8c-ec9c4b232f8c	disposal, lignite ash, 0% water, to opencast refill	kg
1393cbc5-632e-3219-9f4b-37e38e32c170	diesel, at refinery	979eaed9-03e9-3c42-82a9-5acd417d668a	diesel, at refinery	kg
f6e1d204-693c-365a-b309-8a36a88b7813	disposal, treatment of batteries	b4b71340-aeeb-3a21-8bfa-d279f9a612f4	disposal, treatment of batteries	kg
b3433cfd-80e9-39ba-8382-28c6b9ab8981	connector, computer, peripherical type, at plant	da4a4162-1bbc-3759-8a07-47f88d497186	connector, computer, peripherical type, at plant	kg
a8ba74e4-f01b-3302-acbc-fbf0da4aa98f	diazine-compounds, at regional storehouse	eb95675a-d18a-3798-9a6b-bcafbfab0bcd	diazine-compounds, at regional storehouse	kg
1a8ace71-9a01-3df3-9da5-3e227c54f870	wheat straw IP, at farm	54440094-380d-336b-ba7b-283f7bbb7d01	wheat straw IP, at farm	kg
f355bda1-1207-30a9-8ef7-d59f89354e33	yarn, cotton, at plant	0e26199b-1087-365b-9327-317645da3dc9	yarn, cotton, at plant	kg
45f8a537-cb6b-3e72-9bb3-f6cadd7654fb	lime mortar, at plant	a70fc3a9-638e-3d66-87b3-3c9d66553186	lime mortar, at plant	kg
c89fa1e5-c2c2-3533-9837-6dedd31466f8	raw cork, at forest road	4e986d40-6652-3cbb-a921-b2a30cc397ad	raw cork, at forest road	kg
0b4ff0c4-8935-378d-aa5d-b77a763e8d69	disposal, wood ash mixture, pure, 0% water, to municipal incineration	d52f395a-a097-3cd5-b4d5-f0fb981745ec	disposal, wood ash mixture, pure, 0% water, to municipal incineration	kg
5cf3f0bb-bd9d-39d4-b861-da99a490c631	turning, cast iron, conventional, average	f8f59fbe-b6f1-312f-94d5-415c05e02072	turning, cast iron, conventional, average	kg
831e7b66-26ad-37c3-8e20-b30188bf87c4	sodium arsenide, at plant	cd29550d-de68-38b3-a9e8-86934e9d6c94	sodium arsenide, at plant	kg
c91cc8dc-4344-393d-8c0a-6b251338e95f	polyurethane, flexible foam, at plant	7bc2de26-6aad-3f74-aebf-083bc73e7153	polyurethane, flexible foam, at plant	kg
12a68075-0d7b-392e-b02d-1a2f6df12ca4	palm methyl ester, production MY, at service station	90cee864-f972-3288-887f-764d39084114	palm methyl ester, production MY, at service station	kg
32a0c3dc-5ec0-34ad-acd8-df175e3c1424	kaolin, at plant	b548ebeb-b88d-33f5-988c-7e9db004fd00	kaolin, at plant	kg
31fa700a-5ad4-32df-9e3e-1d1eee68063e	aluminium, secondary, from new scrap, at plant	def7eba2-28df-3f71-ae04-8a4502b35978	aluminium, secondary, from new scrap, at plant	kg
2a882f71-a6e6-36dd-9130-8a5e05d81dd9	disposal, building, brick, to final disposal	aec80118-57f2-3efd-8845-59300d0d216d	disposal, building, brick, to final disposal	kg
919b5df8-dc70-3bc8-8a06-fb48f73cecd6	disposal, emulsion paint, 0% water, to municipal incineration	d222f8a9-5332-3565-8bad-f144895053a6	disposal, emulsion paint, 0% water, to municipal incineration	kg
7cec7365-6410-3974-b5c2-3d4be54c11bd	crude oil, production NG, at long distance transport	4b6cfb4f-3a2a-3f79-b85c-c68458c0f758	crude oil, production NG, at long distance transport	kg
2a7ac95e-f807-3e80-9c7d-e30eda7d2ae7	basalt, at mine	109b5601-67db-3775-baa1-9bd82b619979	basalt, at mine	kg
5b4b51f8-a8e6-3469-8aa8-2b405d442f5c	dicamba, at regional storehouse	69283d04-d3ac-34f5-92a5-1822856cef5a	dicamba, at regional storehouse	kg
dd283cae-10ff-3a36-b12d-cd397d54cd96	grass from meadow intensive IP, at field	f3512cc9-090d-3929-89a0-36ee17b9bb6e	grass from meadow intensive IP, at field	kg
7864bad2-1a94-3800-b415-d654e3e7f0a6	crude oil, at production offshore	8d607878-8051-33b1-95ef-0ddd551dc75b	crude oil, at production offshore	kg
0e967395-ee2c-39be-8b23-826d66c63f67	roof tile, at plant	9d6ec2cf-7151-3ced-81f1-49ebffda1380	roof tile, at plant	kg
53e16c25-ae8b-3ffc-b6a6-3f5dbcc10d76	U enriched 4.2%, in fuel element for LWR, at nuclear fuel fabrication plant	84d20e96-e63d-3c5a-a0be-0edde80a5050	U enriched 4.2%, in fuel element for LWR, at nuclear fuel fabrication plant	kg
604f9a19-65df-3c4e-9555-4ed391a8b4f9	maize seed organic, at regional storehouse	1e98faa5-6c8f-37ec-9280-681d00af29b7	maize seed organic, at regional storehouse	kg
37954024-e932-37d6-abd2-3f49654fb53d	copper product manufacturing, average metal working	35725250-474e-3bd6-bc60-8fe2e9459dda	copper product manufacturing, average metal working	kg
62209d07-d91a-3951-8d0c-e8e95bfc4049	foaming, expanding	02d470d4-194d-3d16-9f85-9ec7b0c5575f	foaming, expanding	kg
ac6fc52d-bbae-3e6d-b323-13e7859ff4cc	refrigerant R134a, at plant	b606eedc-544d-3892-b9dc-6ee2676b659a	refrigerant R134a, at plant	kg
8587a59d-47d5-3f0e-afe4-015cefca26fa	metal working factory operation, heat energy from natural gas	a19f57c1-e7a1-3b61-9d6a-40fd41c59b21	metal working factory operation, heat energy from natural gas	kg
46c19cce-dfc2-38cb-8a61-06a7f35063eb	disposal, building, mineral plaster, to sorting plant	72a50bef-388a-382b-a485-a9a95b781028	disposal, building, mineral plaster, to sorting plant	kg
