PROCESS_UUID	PROCESS_NAME	FLOW_UUID	FLOW_NAME	UNIT
1b232254-cffd-3670-91ae-cbf1f9f60103	surface treatment, cold impact extrusion, steel	8401ae75-22bf-35d3-9372-f8d55c1673d0	surface treatment, cold impact extrusion, steel	kg
865a24d4-1db7-38d1-bfbf-8fb4c945fbbf	packaging glass, green, at plant	e16ce1bf-e91e-3a55-914f-6de5f260bc2c	packaging glass, green, at plant	kg
8e6ef1e7-4a40-36ff-a3f7-bc78d34c0314	synthetic rubber, at plant	b5e52e3a-3c45-33eb-bd67-22578479bbf8	synthetic rubber, at plant	kg
d326685f-f181-3e6d-88f6-0839093e53f3	battery, NiMH, rechargeable, prismatic, at plant	162bff1b-52aa-3022-9625-ef8787344bdb	battery, NiMH, rechargeable, prismatic, at plant	kg
15332148-d15e-3510-8a14-091d2fa0f85d	lime from lithium carbonate hydration	9f8002fa-a360-3eae-af14-dd11286bd09a	lime from lithium carbonate hydration	kg
9fa57374-b888-3c77-b37c-c569876e26ce	disposal, hazardous waste, 0% water, to underground deposit	e01aa5bc-2e24-3796-a276-55c91a4a2edc	disposal, hazardous waste, 0% water, to underground deposit	kg
cd491e1d-c625-3606-9776-25c3d0eb7b9d	chromium steel 18/8, at plant	51e0b074-784c-3ff3-8bf4-57a1a225ae16	chromium steel 18/8, at plant	kg
b6551778-26a3-34ee-93e1-8e3afa32d7ba	toluene diisocyanate, at plant	26155eb1-3e3d-34b3-aebd-9421367fc463	toluene diisocyanate, at plant	kg
fb9e5895-06b8-3269-8052-3a7939d86f2f	crude oil, at production onshore	cdfb65ec-76ef-3be3-bcac-7aea27f43372	crude oil, at production onshore	kg
ca49e6ce-4a50-3fb9-81af-ec3b4aa07ee5	milling, cast iron, average	0818fd07-8697-361f-8e18-55e255f7f2f7	milling, cast iron, average	kg
4a4388f6-a7c1-346f-9181-d59df0b22eba	disposal, residues Na-dichromate prod., 0% water, to residual material landfill	d8df4195-38db-35f6-8197-3ac70411c06f	disposal, residues Na-dichromate prod., 0% water, to residual material landfill	kg
f6c7cecd-7c0d-3778-b5a0-6cc80686df7b	hard coal, at mine	2ba59436-2392-32f2-9087-e7ca13db1d1f	hard coal, at mine	kg
9c248038-36f4-3937-90fe-ac5e2ec904f1	heptane, at plant	80bae4e3-c493-3c84-8e24-dabc35ac1724	heptane, at plant	kg
9843befd-0a4f-3950-8a47-a7fb11b30f19	hard coal, at regional storage	e5ffaa6e-1c2c-3e30-981f-44a1cd14915c	hard coal, at regional storage	kg
38c993ad-767b-3b43-9748-ccfba9dd07f3	disposal, zeolite, 5% water, to inert material landfill	b5061518-8fa6-3a9c-8081-323e83803a58	disposal, zeolite, 5% water, to inert material landfill	kg
dac603b7-cfba-35c3-a2de-a73cd209f6b1	copper, blister-copper, at primary smelter	3615bb49-e0b0-30c5-b2b1-f68dc6aea526	copper, blister-copper, at primary smelter	kg
41b0dccf-5bf7-361f-ac59-1dd2516a68c5	sulphate pulp, TCF bleached, at plant	3d397a97-d17d-341a-a306-e7aff33b3fcd	sulphate pulp, TCF bleached, at plant	kg
68e06174-db3b-34a7-bd6f-6d49f7859660	clover seed IP, at regional storehouse	edfaef29-8ef5-3d60-83e7-c9d64b550636	clover seed IP, at regional storehouse	kg
7e51e126-0752-3285-b19b-aa595b15dd05	Al fraction, mechanical treatment, industrial devices, at plant	4d1797ae-12e2-35ff-98d0-f2c4e83c96e6	Al fraction, mechanical treatment, industrial devices, at plant	kg
dcde17dc-7297-3913-b5c6-d03b784f4a09	hard coal, at regional storage	5c966837-26f4-3bf5-a819-8178f2021d7d	hard coal, at regional storage	kg
cb89612f-32be-3cd3-8106-387f38bce5f9	disposal, tin sheet, 0% water, to sanitary landfill	1e6ae106-6f99-3ab8-a082-55c490c476f3	disposal, tin sheet, 0% water, to sanitary landfill	kg
72172a37-c06e-3a8e-bed1-92cf21a98664	acetic anhydride, at plant	36f11da2-cd90-39f3-a73a-39a652a19da7	acetic anhydride, at plant	kg
5b9b056e-2dd9-3239-b2ef-9212a754b338	process-specific burdens, hazardous waste incineration plant	0ee5c141-eb95-3f56-af91-6c24c6e1cd96	process-specific burdens, hazardous waste incineration plant	kg
ac8e5776-fee2-3b6c-b6b5-b7b92ee3e7f6	diphenylether-compounds, at regional storehouse	1b9fc405-435b-3b66-96c6-1f3f9d64cffe	diphenylether-compounds, at regional storehouse	kg
e9dc9665-de6e-34dc-a60c-b8cee3856d7b	crude oil, production RU, at long distance transport	af2a3f2e-56e8-3356-8294-50ac1241db92	crude oil, production RU, at long distance transport	kg
dc2813ea-89c2-37ff-a92e-6827b12a033b	thermo-mechanical pulp, at plant	46f83984-ea82-38ee-9e62-25e3e77d2881	thermo-mechanical pulp, at plant	kg
74de0478-e272-3426-b9a2-0f37dc970cba	ethoxylated alcohols (AE3), coconut oil, at plant	e3ea0129-cd4b-3598-9ad9-bc6cea8649fa	ethoxylated alcohols (AE3), coconut oil, at plant	kg
86979748-b44a-3435-b1e6-1d14c186d72e	copper concentrate, at beneficiation	345d7082-8567-3448-817f-2404a915696e	copper concentrate, at beneficiation	kg
da81cf9f-6ca5-3694-a874-3b549bbf9c6f	packaging, corrugated board, mixed fibre, single wall, at plant	abea2d36-0577-3c8f-8a68-057d0972d085	packaging, corrugated board, mixed fibre, single wall, at plant	kg
8a7b23b9-e63a-3f02-a7bb-547b183216f9	metallization paste, front side, at plant	123c21b3-226f-3a01-8e8a-69c0c00022e1	metallization paste, front side, at plant	kg
8d5b2e77-8183-3716-ba44-92f791b4e455	hard coal supply mix, at regional storage	1950a47b-0975-3ef0-a72e-ab7237da8b44	hard coal supply mix, at regional storage	kg
401c8d30-edcb-39a2-82b3-065b9d91b811	[thio]carbamate-compounds, at regional storehouse	da02b348-9937-3ae8-a747-29d106bff822	[thio]carbamate-compounds, at regional storehouse	kg
1e1118b3-3a31-3475-8298-576ad8fef7cd	phtalamide-compounds, at regional storehouse	30e3bafb-5fed-3f3a-ba2e-e02fd2308f3b	phtalamide-compounds, at regional storehouse	kg
78890cbc-e47f-35ae-b96e-b80764bb5f0d	disposal, bitumen sheet, 1.5% water, to municipal incineration	e79ac404-621c-3b92-a6a8-dd7e2e0a83d3	disposal, bitumen sheet, 1.5% water, to municipal incineration	kg
8f746371-20fc-3483-b218-546d8ed0e5f5	disposal, catalyst for EDC production, 0% water, to underground deposit	f6b4cb06-86e5-3d58-a6c6-cc9b8fc7a676	disposal, catalyst for EDC production, 0% water, to underground deposit	kg
9809030f-a5bc-3cb5-b76d-53e4d48fb410	electronics scrap, for precious metal recovery, at preparation plant	34fbd84b-b3be-360f-a28b-9d77322f9f90	electronics scrap, for precious metal recovery, at preparation plant	kg
f1df31ce-819d-32ad-9d88-7e70ad793302	3-methyl-1-butyl acetate, at plant	235b509d-625d-31fc-b7da-5d011087f3d6	3-methyl-1-butyl acetate, at plant	kg
e07d5dec-2abc-3488-8572-d8b815ea8203	milling, cast iron, large parts	c8d69903-7617-3b51-94e6-d1191e0ce169	milling, cast iron, large parts	kg
b0d12f03-0e45-378e-a8d9-58f6f3419c78	petrol, 15% vol. ETBE additive, with ethanol from biomass, at refinery	1deca6d2-7ed2-3c18-a494-7794435e832a	petrol, 15% vol. ETBE additive, with ethanol from biomass, at refinery	kg
411f4796-83bb-3a08-8d70-7a88e918fec2	propylene, pipeline system, at plant	4a6178de-dc4f-3745-91a9-47af0f80c25e	propylene, pipeline system, at plant	kg
c0737771-75b3-33db-8e51-0ce72a4cac7c	disposal, building, paint on wood, to final disposal	7ff79b2d-72a8-3c76-9a67-05fb9780c62c	disposal, building, paint on wood, to final disposal	kg
7ea7d1b8-d244-329f-aadd-23000d3ed35d	secondary metals, from fluorescent lamps treatment, at plant	b1d7c727-3486-3ac7-a2a7-066bf211790a	secondary metals, from fluorescent lamps treatment, at plant	kg
43da8aff-a466-3f07-bdd2-5a5b248106a7	cationic resin, at plant	0a1ef454-050f-350e-a9d1-3ef181d634a4	cationic resin, at plant	kg
a7066f15-5552-3733-badb-38295b95f662	assembly, LCD module	3fbc23bd-271e-342d-8eb8-e4b358f8ef68	assembly, LCD module	kg
adc88a20-8192-3290-9354-4ad94d3ed498	lightweight concrete block, polystyrene, at plant	b58c59b3-b270-34aa-bcef-b6ebc5648428	lightweight concrete block, polystyrene, at plant	kg
bf547a75-2842-359d-a1a8-2f44fdc93644	potato seed organic, at regional storehouse	48cf9d9a-514e-36d9-b433-da6c97257647	potato seed organic, at regional storehouse	kg
2236fd0c-f5ce-3eaa-a0a9-aa7c4d1f11b4	refinery gas, burned in furnace	ccdf2161-5ae2-3e54-92e5-caf758b48a99	refinery gas, burned in furnace	kg
9d17f0fa-ae73-3824-b075-9be551dfe8b5	malusil, at plant	b7505233-e6b7-3f2d-aaba-ec872fe7c02f	malusil, at plant	kg
0937663a-fe6e-399d-a802-776fc1ea837c	chemicals inorganic, at plant	b58a786b-6250-36b3-aa26-0fa7d4efd5e9	chemicals inorganic, at plant	kg
a9b5a6f5-5f40-3add-be92-1875b6a7ec6a	glass fibre reinforced plastic, polyester resin, hand lay-up, at plant	e74a4d20-69ef-3a03-8d33-c9281c8a955b	glass fibre reinforced plastic, polyester resin, hand lay-up, at plant	kg
333ab034-8d9b-3f83-9c16-dacbe21f481e	thermoforming, with calendering	76018318-7eb0-3fc3-a0cd-24c44c5cc4c1	thermoforming, with calendering	kg
bfb61812-45ab-371b-b91d-9f223a934686	drilling, CNC, chromium steel	f96ce8d6-dff6-3ee9-9f84-46505b94f743	drilling, CNC, chromium steel	kg
721fb7d7-078d-3298-9576-267e8f7c2baf	phtalamide-compounds, at regional storehouse	37dc8e24-be52-3651-9d64-3a1c83c83c11	phtalamide-compounds, at regional storehouse	kg
feff83b1-974d-33f9-a746-727996830a7b	resistor, SMD type, surface mounting, at plant	068847f9-e367-35b3-8813-36458d80ff60	resistor, SMD type, surface mounting, at plant	kg
8b6f7ccf-787e-3ead-978a-d0f5f88a7ae0	pea seed IP, at regional storehouse	d8a1e1ed-ede2-3103-be13-e8ddc580b821	pea seed IP, at regional storehouse	kg
ef1831f1-ba46-33cb-81c8-eebc0571561f	glass fibre reinforced plastic, polyamide, injection moulding, at plant	b51a5483-f030-3b7f-b30d-f275ff1aa0ea	glass fibre reinforced plastic, polyamide, injection moulding, at plant	kg
c91dcfea-0ad9-358b-ad06-7840aa1febd7	glyphosate, at regional storehouse	a476b4b2-398d-3583-a7e5-f9c6c89d92fd	glyphosate, at regional storehouse	kg
e7d78e19-045e-396f-ab17-526361d3b155	beet chips, at fermentation plant	097ca361-e0f8-334c-90d4-a1440e7f2082	beet chips, at fermentation plant	kg
bcb198c5-226b-3f70-a9cc-da5b623538c0	bitumen sealing, polymer EP4 flame retardant, at plant	4cdb9b12-d7eb-3db3-898c-6af9cfc1575b	bitumen sealing, polymer EP4 flame retardant, at plant	kg
bbfd91fd-070a-317e-9f6c-2082c3548453	Cathode, lithium-ion battery, lithium manganese oxide, at plant	5321ae1e-b419-3be4-bfe2-a48b05134ca5	Cathode, lithium-ion battery, lithium manganese oxide, at plant	kg
25d53c33-7c45-3b66-bad8-ab27565c7a6b	integrated circuit, IC, memory type, at plant	f83ad842-8453-38f2-90f5-877a67df8d97	integrated circuit, IC, memory type, at plant	kg
4f427235-d501-3e4d-8639-dab83e84da41	kerosene, at regional storage	d3db5a5d-fee9-3358-81ec-bbff11cc6e84	kerosene, at regional storage	kg
3c0b84cc-0d5f-3c47-afa1-7c873d3a457e	paper, wood-containing, LWC, at regional storage	cc034b88-aa85-3809-b177-c0900c4ab63b	paper, wood-containing, LWC, at regional storage	kg
ea688322-a487-343b-bfb2-1702d24a7a2d	zinc, from combined metal production, at beneficiation	c18fff2a-ee12-3114-b9b7-62c57d29a8b1	zinc, from combined metal production, at beneficiation	kg
1978710e-0f12-3fbb-a1ee-d8bf09bddc9a	disposal, antifreezer liquid, 51.8% water, to hazardous waste incineration	a5c0b481-a5dc-3a90-8f11-d18172daf01f	disposal, antifreezer liquid, 51.8% water, to hazardous waste incineration	kg
282a1523-05eb-3859-9e6d-f51e319f0168	diesel, at regional storage	fa4e228a-6b4a-3a13-98b6-37b2607b88ad	diesel, at regional storage	kg
7873fabb-a9a7-31a7-ab1d-bb19cebbf897	ITO powder, for target production, at plant	299c5106-254a-3cfe-ad81-086015dbab83	ITO powder, for target production, at plant	kg
bf5f3edd-ef3f-306c-9486-47652770bf96	heavy fuel oil, burned in refinery furnace	4f02dda4-bf00-3488-85e2-fe6edc0f2376	heavy fuel oil, burned in refinery furnace	kg
ab1cf73b-2340-37d0-8772-aaa213236eab	ethanol, 95% in H2O, from whey, at fermentation plant	3f292407-2143-3da6-8153-974a637b1728	ethanol, 95% in H2O, from whey, at fermentation plant	kg
182d8697-9872-350b-8fd0-469c56fd6534	insecticides, at regional storehouse	50e5c87f-1263-360d-9532-a26624a297cc	insecticides, at regional storehouse	kg
7dd327cb-7ec8-3e52-8650-8197af9b46d2	textile refinement, cotton	6c6d3e01-6f93-3ef4-951c-5cac34ba9e0e	textile refinement, cotton	kg
e8490bcd-5690-3257-99f1-e712ffe56f3c	soy beans organic, at farm	739183df-80e8-3c1a-afb5-41d3bb92cb81	soy beans organic, at farm	kg
2ed17d96-9236-381d-894d-22de67e055d3	polycarbonate, at plant	6f379714-880d-3453-b77f-7f6589d93eb9	polycarbonate, at plant	kg
cfe4f02c-0d87-38d6-9930-07a452c7f570	disposal, building, cement-fibre slab, to recycling	e5f12d93-7beb-3541-9ba8-e8245ebe7238	disposal, building, cement-fibre slab, to recycling	kg
5065c4dc-ae28-3c28-b4cd-ed5c327a59af	pesticide unspecified, at regional storehouse	95763ad7-d6a4-3f79-86cc-b290d63254a5	pesticide unspecified, at regional storehouse	kg
18545443-ba39-3f57-b2d9-7721c8794a8b	tin, at regional storage	b9cbaf94-17b6-3403-babc-e0479e410127	tin, at regional storage	kg
76202a5e-19c2-3fe6-bb45-7c068aa3ce8e	hay extensive, at farm	16d5a23b-ab98-3df4-9ff0-39d4dc0d0ad1	hay extensive, at farm	kg
05ef54af-d946-3f25-ba6d-1ab3be96590e	switch, toggle type, at plant	b803595c-54ea-3259-9dc6-78e27270e61d	switch, toggle type, at plant	kg
07affe13-92b0-39ff-82f3-4959e1594fec	glycerine, from rape oil, at esterification plant	ada0b2ef-c849-3fcc-9e0e-671b1e95b1ab	glycerine, from rape oil, at esterification plant	kg
96a235ac-efb7-3d2d-831f-11a27f904716	polyols, at plant	de383109-15ce-3ff0-ba05-6ce2acb87604	polyols, at plant	kg
ce6136a9-b588-35ce-81e5-61406386b9f7	polystyrene scrap, old, at plant	33a38a92-e0b8-38b4-bced-367fe4acfd8c	polystyrene scrap, old, at plant	kg
e0a58415-d388-3304-97c7-3cbbf6f6a510	disposal, steel, 0% water, to inert material landfill	c22c5eb7-aece-313b-b2de-f670ffc594b7	disposal, steel, 0% water, to inert material landfill	kg
cff27a57-bab1-3d1f-b82f-15d1640ae497	nuclear spent fuel, in conditioning, at plant	6eab9a6d-3ec9-315b-882c-b34b82222da9	nuclear spent fuel, in conditioning, at plant	kg
a26a8a27-4f5b-3ee6-a699-ea720eb4dbe1	electronic component, passive, unspecified, at plant	cd6ccbd9-4349-36a3-93cb-56ad888a5451	electronic component, passive, unspecified, at plant	kg
c17e95b3-b733-3930-8c93-941688496d92	molybdenum concentrate, couple production Cu	e2dafe07-575f-321b-8dcd-56a687f8c4a6	molybdenum concentrate, couple production Cu	kg
67f23dbe-56b8-3441-9850-9e8b26272a72	rock wool, at plant	4c9b1afc-39d7-3b69-b2bd-407470f740bf	rock wool, at plant	kg
b1d6469e-81ae-3e4c-8e4b-9d0f7f5536ac	disposal, building, reinforcement steel, to final disposal	a831e8bf-cbda-3f9a-9200-9fce8f5fdb48	disposal, building, reinforcement steel, to final disposal	kg
5d8beff8-a840-39a7-84ca-aa72ba64ba71	peat, at mine	af138496-55bb-3e1f-8208-6025192aa87d	peat, at mine	kg
3659c99d-7705-34de-b2e2-723adb3f7e32	steel, electric, un- and low-alloyed, at plant	0ac92414-02ab-36a4-bc6d-113f5f1bdb2f	steel, electric, un- and low-alloyed, at plant	kg
d022ad17-fe02-39c0-af3c-3e63c4b47ba1	sulphate pulp, from eucalyptus ssp. (SFM), unbleached, at pulpmill	107ad30c-3c95-3be9-86c1-e5d2efb379e7	sulphate pulp, from eucalyptus ssp. (SFM), unbleached, at pulpmill	kg
b9c468c5-e1f1-306e-8781-3e91a89be443	disposal, building, emulsion paint on walls, to final disposal	10b08106-7f7e-3de9-ba90-f3b41394186f	disposal, building, emulsion paint on walls, to final disposal	kg
101bd78a-a9a7-3795-a46b-1ec9a1cfd2e1	barley organic, at feed mill	d72cb18f-4d5c-3df6-9c6b-843e1206be0c	barley organic, at feed mill	kg
da76d4c6-d152-3ebd-b401-217539e02526	cadmium sludge, from zinc electrolysis, at plant	032a94c7-c56a-39da-aeb0-4277a4f158a3	cadmium sludge, from zinc electrolysis, at plant	kg
2d65ab5e-91ae-347f-b1a5-5e0603972e37	bagasse, from sweet sorghum, at distillery	c0f556d0-8865-3abc-bab6-4e2ec87c2948	bagasse, from sweet sorghum, at distillery	kg
91275dce-ed10-3646-82c6-9b2110463ad6	disposal, building, concrete, not reinforced, to final disposal	c6a27a51-c194-3e07-aa41-4781f5943bd7	disposal, building, concrete, not reinforced, to final disposal	kg
bab9ec42-4eff-3e89-b98b-3709495b8835	electronic component, active, unspecified, at plant	6c0c588f-f449-3c98-8618-b350009d2c95	electronic component, active, unspecified, at plant	kg
9ad27b20-3995-3228-8d5b-68425e9a7680	clay, at mine	02157e92-0c23-3398-98e6-cf3e8d0e9707	clay, at mine	kg
e8a61e58-45c5-3bf9-872a-2978f23fb9e4	disposal, capacitors, 0% water, to hazardous waste incineration	a1e05401-e256-320f-9079-2bab8cfecaa8	disposal, capacitors, 0% water, to hazardous waste incineration	kg
0bbde96a-68b0-34a0-babb-76e44047222e	light fuel oil, at regional storage	c15a1619-bb55-3bde-9ec3-e18be127bae7	light fuel oil, at regional storage	kg
278dac64-2042-30c6-b41c-de1b4dcb860f	disposal, sulfidic tailings, off-site	b15d4dea-68f7-3c7c-9a7f-5914f3744c76	disposal, sulfidic tailings, off-site	kg
120912c1-fe0f-3d4e-a21c-a7cb16434a12	isohexane, at plant	451c50b0-481a-302e-955b-fb4e274cfc5d	isohexane, at plant	kg
e27853e6-c3ca-3112-ba75-054239df152f	protein peas, organic, at farm	272ede12-7e38-3606-a5a3-03ad71ac9b68	protein peas, organic, at farm	kg
5d2dc16e-fdb7-3f15-aeff-71c64814f2eb	disposal, building, plaster board, gypsum plaster, to sorting plant	af6c5082-de1c-3e77-83c9-2df6be51702a	disposal, building, plaster board, gypsum plaster, to sorting plant	kg
02f3776e-1f3e-33c8-a74e-36222200f93f	palladium, secondary, at refinery	9645fccb-483b-30ab-8531-c5f5023fcdd8	palladium, secondary, at refinery	kg
567147ee-4a1f-3bed-a999-a9e8d8226282	pea seed organic, at regional storehouse	d8a02578-69d6-3300-abd0-00167a254bfc	pea seed organic, at regional storehouse	kg
a27137ae-9a4e-3af9-a0c0-217e86ef042e	rape seed conventional, Barrois, at farm	53688378-993b-3bd9-90fe-a830875071ee	rape seed conventional, Barrois, at farm	kg
abd7df36-1635-3b9f-afab-cd9bb68a32f5	assembly, LCD screen	40cf013c-e6be-3f67-a2ae-53472c8e157d	assembly, LCD screen	kg
73f9bd61-e5af-3170-a848-52e4cf5f6fa0	styrene-acrylonitrile copolymer, SAN, at plant	6136814b-016b-36aa-adcc-98c3e760f30f	styrene-acrylonitrile copolymer, SAN, at plant	kg
8f8d3865-10da-3c1b-9af4-669c09451518	disposal, filter dust Al electrolysis, 0% water, to residual material landfill	fba45f58-c314-3a33-9e5d-77db88fab0d7	disposal, filter dust Al electrolysis, 0% water, to residual material landfill	kg
e8022477-df50-3a94-9734-28b392efa73e	disposal, steel, 0% water, to municipal incineration	6171521d-4c44-3886-b6b8-6614ba3ed46f	disposal, steel, 0% water, to municipal incineration	kg
ef432511-b303-3979-8cfc-5aff5f5010f6	silver, from combined gold-silver production, at refinery	d179cb92-d1e3-394f-85b0-c2b83e8eeb5f	silver, from combined gold-silver production, at refinery	kg
e6d8d570-4cd1-3fdd-bd49-0ee2aefc17ce	cyclohexanol, at plant	fcb015de-f948-3ff6-a7ec-f0728f15409d	cyclohexanol, at plant	kg
5ebf781f-033b-3c48-94fa-1f371561c51f	protein concentrate, from whey, at fermentation	469f17a5-0110-3643-97bb-57d0cec33607	protein concentrate, from whey, at fermentation	kg
8c1f161a-5d90-319f-b70f-14177dcf8dcf	disposal, plastic, industr. electronics, 15.3% water, to municipal incineration	d8cba70b-dd4a-343c-9f9b-1d4c79beb6c4	disposal, plastic, industr. electronics, 15.3% water, to municipal incineration	kg
06293531-0b30-3c85-b6cd-c11a67ffc92c	potato seed IP, at farm	5fed32a9-4dbf-39b1-838c-9ca2ab68c0c9	potato seed IP, at farm	kg
a79b336a-a39f-3a62-a1a0-8ee3bcb39049	Cu fraction, mechanical treatment, IT accessoires, at plant	4fdbf1c6-30ae-384a-900e-a5a69a299fb1	Cu fraction, mechanical treatment, IT accessoires, at plant	kg
a884faf3-d0b9-3aa1-bca0-b8e8eebed033	tap water, at user	d8d36f77-5d18-3e35-8025-af9630f5010f	tap water, at user	kg
f435ca62-47c1-3189-a03f-6b7c71818812	hydrochloric acid from benzene chlorination, at plant	db3360cc-e2ad-32ec-ba56-c01d87f399dc	hydrochloric acid from benzene chlorination, at plant	kg
228aefd2-8514-3c63-a339-565a2b1dfc8a	water, ultrapure, at plant	4f65b190-779f-3ca4-923d-66b7ba7ee173	water, ultrapure, at plant	kg
7c7515cf-e998-33a7-a31f-e88727d7c7e2	disposal, hard coal ash, 0% water, to residual material landfill	9a29051d-10b7-345e-ac43-0bc12dcddb71	disposal, hard coal ash, 0% water, to residual material landfill	kg
07d1f642-9ea1-3152-badc-e19c2f0dc0b7	transistor, wired, big size, through-hole mounting, at plant	4c26ee2e-a885-35f9-b1d9-94c398aa5b82	transistor, wired, big size, through-hole mounting, at plant	kg
95f1f2fb-57c0-30ed-9ae7-1ed8b85ba17f	crude oil, production RME, at long distance transport	bc346d6e-7135-3b28-8e7d-dd78c7499edb	crude oil, production RME, at long distance transport	kg
14cd12b9-3557-3a5f-bc1a-8b452de75ab8	milking	437448f9-3569-3752-a2fc-b79c579bbc2f	milking	kg
c4c6527a-b608-3f1b-a0f9-54150376a7b3	polycarboxylates, 40% active substance, at plant	fc41a81d-d4b9-3148-bf31-3b138fa4f1cc	polycarboxylates, 40% active substance, at plant	kg
f13d9f84-4a41-342b-9f49-7fba83db48e4	gold, from combined gold-silver production, at refinery	1f03c139-6ae9-3971-b79d-5e6dbc32d04c	gold, from combined gold-silver production, at refinery	kg
